transaction_id,is_fraud,fraud_reason,fraud_risk_score
T0039885,0,,0.72
T0039886,0,,0.38
T0039887,0,,0.54
T0039888,0,,0.76
T0039889,0,,0.02
T0039890,0,,0.84
T0039891,0,,0.41
T0039892,0,,0.86
T0039893,0,,0.4
T0039894,0,,0.54
T0039895,0,,0.45
T0039896,0,,0.95
T0039897,0,,0.31
T0039898,0,,0.76
T0039899,0,,0.6
T0039900,0,,0.01
T0039901,0,,0.2
T0039902,0,,0.38
T0039903,0,,0.61
T0039904,0,,0.56
T0039905,0,,0.38
T0039906,0,,0.28
T0039907,0,,0.55
T0039908,0,,0
T0039909,0,,0.65
T0039910,0,,0.27
T0039911,0,,0.04
T0039912,1,High risk transaction,0.87
T0039913,0,,0.12
T0039914,0,,0.99
T0039915,0,,0.82
T0039916,0,,0.37
T0039917,1,High risk transaction,0.72
T0039918,0,,0.84
T0039919,0,,0.6
T0039920,0,,0.81
T0039921,0,,0.11
T0039922,0,,0.11
T0039923,0,,0.13
T0039924,0,,0.62
T0039925,0,,0.35
T0039926,0,,0.37
T0039927,0,,0.1
T0039928,0,,0.9
T0039929,0,,0.15
T0039930,0,,0.78
T0039931,0,,0.66
T0039932,0,,0.41
T0039933,0,,0.28
T0039934,0,,0.58
T0039935,0,,0.41
T0039936,0,,0.28
T0039937,0,,0.49
T0039938,0,,0.5
T0039939,0,,0.13
T0039940,0,,0.51
T0039941,0,,0.4
T0039942,0,,0.44
T0039943,0,,0.45
T0039944,0,,0.8
T0039945,0,,0.73
T0039946,0,,0.23
T0039947,0,,0.4
T0039948,0,,0.03
T0039949,0,,0.99
T0039950,0,,0.35
T0039951,0,,0.33
T0039952,0,,0.52
T0039953,0,,0.37
T0039954,0,,0.32
T0039955,0,,0.65
T0039956,0,,0.62
T0039957,0,,0.07
T0039958,0,,0.63
T0039959,0,,0.65
T0039960,0,,0.11
T0039961,0,,0.09
T0039962,0,,0.74
T0039963,0,,0.72
T0039964,0,,0.08
T0039965,0,,0.51
T0039966,0,,0.93
T0039967,0,,0.25
T0039968,0,,0.19
T0039969,0,,0.03
T0039970,1,High risk transaction,0.9
T0039971,0,,0.51
T0039972,1,High risk transaction,0.76
T0039973,0,,0.13
T0039974,1,High risk transaction,0.84
T0039975,0,,0.69
T0039976,0,,0.11
T0039977,0,,0.79
T0039978,0,,0.3
T0039979,0,,0.45
T0039980,0,,0.95
T0039981,0,,0.06
T0039982,1,Multiple failed attempts,0.08
T0039983,0,,0.12
T0039984,0,,0.66
T0039985,0,,0.86
T0039986,0,,0.03
T0039987,0,,0.52
T0039988,0,,0.33
T0039989,0,,0.12
T0039990,0,,0.41
T0039991,0,,0.04
T0039992,0,,0.27
T0039993,0,,0.5
T0039994,0,,0.22
T0039995,0,,0.24
T0039996,0,,0.43
T0039997,0,,0.58
T0039998,0,,0.16
T0039999,0,,0.97
T0040000,0,,0.48
T0040001,0,,0.16
T0040002,0,,0.35
T0040003,0,,0.23
T0040004,0,,0.4
T0040005,1,High risk transaction,0.96
T0040006,0,,0.07
T0040007,0,,0.72
T0040008,0,,0.06
T0040009,0,,0.93
T0040010,0,,0.49
T0040011,0,,0.62
T0040012,0,,0.12
T0040013,0,,0.47
T0040014,0,,0.41
T0040015,0,,0.2
T0040016,0,,0.36
T0040017,0,,0.96
T0040018,0,,0.81
T0040019,0,,0.58
T0040020,0,,0.07
T0040021,0,,0.82
T0040022,0,,0.03
T0040023,0,,0.78
T0040024,0,,0.41
T0040025,0,,0.1
T0040026,0,,0.49
T0040027,0,,0.5
T0040028,0,,0.91
T0040029,0,,0.56
T0040030,0,,0.96
T0040031,0,,0.2
T0040032,0,,0.32
T0040033,0,,0.56
T0040034,1,High risk transaction,0.98
T0040035,0,,0.93
T0040036,0,,0.71
T0040037,0,,0.08
T0040038,0,,0.74
T0040039,0,,0.7
T0040040,0,,0.09
T0040041,0,,0.23
T0040042,0,,0.12
T0040043,0,,0.01
T0040044,0,,0.86
T0040045,0,,0.5
T0040046,0,,0.5
T0040047,0,,0.47
T0040048,1,High risk transaction,0.71
T0040049,0,,0.66
T0040050,0,,0.68
T0040051,0,,0.44
T0040052,0,,0.66
T0040053,0,,0.01
T0040054,0,,0.7
T0040055,0,,0.76
T0040056,0,,0.92
T0040057,0,,0.9
T0040058,0,,0.72
T0040059,0,,0.8
T0040060,0,,0.95
T0040061,0,,0.34
T0040062,0,,0.06
T0040063,0,,0.21
T0040064,0,,0.36
T0040065,0,,0.95
T0040066,1,High risk transaction,0.99
T0040067,0,,0.23
T0040068,0,,0.53
T0040069,0,,0.35
T0040070,0,,0.31
T0040071,0,,0.02
T0040072,0,,0.13
T0040073,0,,0.99
T0040074,0,,0.73
T0040075,0,,0.94
T0040076,0,,0.78
T0040077,0,,0.91
T0040078,0,,0.84
T0040079,0,,0.06
T0040080,0,,0.73
T0040081,0,,0.56
T0040082,0,,0.21
T0040083,0,,0.4
T0040084,0,,0.62
T0040085,0,,0.07
T0040086,0,,0.63
T0040087,0,,0.28
T0040088,0,,0.16
T0040089,0,,0.58
T0040090,0,,0.69
T0040091,0,,0.33
T0040092,0,,0.29
T0040093,0,,0.69
T0040094,0,,0.8
T0040095,0,,0.46
T0040096,0,,0.75
T0040097,0,,0.8
T0040098,0,,0.15
T0040099,0,,0.54
T0040100,0,,0.13
T0040101,0,,0.95
T0040102,0,,0.44
T0040103,0,,0.42
T0040104,0,,0.31
T0040105,0,,0.71
T0040106,0,,0.6
T0040107,0,,0.16
T0040108,0,,0.03
T0040109,0,,0.64
T0040110,0,,0.83
T0040111,0,,0.35
T0040112,0,,0.97
T0040113,0,,0.59
T0040114,0,,0.7
T0040115,0,,0.85
T0040116,0,,0.06
T0040117,0,,0.53
T0040118,0,,0.46
T0040119,0,,0.2
T0040120,0,,0.95
T0040121,0,,0.94
T0040122,0,,0.61
T0040123,0,,0.78
T0040124,0,,0.34
T0040125,0,,0.51
T0040126,0,,0.41
T0040127,0,,0.99
T0040128,0,,0.4
T0040129,0,,0.96
T0040130,0,,0.58
T0040131,1,Multiple failed attempts,0.96
T0040132,0,,0.38
T0040133,0,,0.93
T0040134,0,,0
T0040135,0,,0.43
T0040136,0,,0
T0040137,0,,0.02
T0040138,1,High risk transaction,0.84
T0040139,0,,0.18
T0040140,1,High risk transaction,0.76
T0040141,0,,0.43
T0040142,0,,0.2
T0040143,0,,0.82
T0040144,0,,0.95
T0040145,0,,0.3
T0040146,0,,0.1
T0040147,0,,0.87
T0040148,0,,0.32
T0040149,0,,0.09
T0040150,1,High risk transaction,0.98
T0040151,0,,0.71
T0040152,0,,0.05
T0040153,0,,0.89
T0040154,0,,0.99
T0040155,0,,0.19
T0040156,1,High risk transaction,0.87
T0040157,0,,0.81
T0040158,0,,0.95
T0040159,0,,0.7
T0040160,0,,0.88
T0040161,0,,0.81
T0040162,0,,0.67
T0040163,0,,0.16
T0040164,0,,0.35
T0040165,0,,0.91
T0040166,0,,1
T0040167,1,Multiple failed attempts,0.9
T0040168,0,,0.06
T0040169,0,,0.41
T0040170,0,,0.74
T0040171,0,,0.6
T0040172,0,,0.37
T0040173,1,Multiple failed attempts,0.76
T0040174,0,,0.14
T0040175,0,,0.49
T0040176,0,,0.53
T0040177,0,,0.66
T0040178,0,,0.51
T0040179,0,,0.02
T0040180,0,,0.58
T0040181,0,,0.26
T0040182,0,,0.76
T0040183,0,,0.24
T0040184,0,,0.67
T0040185,0,,0.46
T0040186,0,,0.69
T0040187,0,,0.79
T0040188,0,,0.27
T0040189,0,,0.13
T0040190,0,,0.33
T0040191,0,,0.75
T0040192,0,,0.24
T0040193,0,,0.39
T0040194,0,,0.55
T0040195,0,,0.96
T0040196,0,,0.17
T0040197,0,,0.76
T0040198,0,,0.57
T0040199,0,,0.16
T0040200,0,,0.55
T0040201,0,,0.4
T0040202,0,,0.91
T0040203,0,,0.24
T0040204,0,,0.17
T0040205,0,,0.9
T0040206,0,,0.59
T0040207,0,,0.62
T0040208,0,,0.3
T0040209,0,,0.63
T0040210,0,,0.05
T0040211,0,,0.07
T0040212,0,,0.76
T0040213,0,,0.78
T0040214,0,,0.2
T0040215,0,,0.27
T0040216,0,,0.28
T0040217,0,,0.16
T0040218,0,,0.57
T0040219,0,,0.48
T0040220,0,,0.04
T0040221,0,,0.17
T0040222,0,,0.98
T0040223,0,,0.92
T0040224,0,,0.45
T0040225,0,,0.7
T0040226,0,,0.02
T0040227,0,,0.19
T0040228,0,,0.4
T0040229,0,,0.95
T0040230,0,,0.27
T0040231,0,,0.9
T0040232,0,,0.91
T0040233,0,,0.41
T0040234,0,,0.85
T0040235,0,,0.53
T0040236,0,,0.46
T0040237,0,,0.15
T0040238,0,,0.28
T0040239,0,,0.23
T0040240,0,,0.58
T0040241,0,,0.57
T0040242,0,,0.29
T0040243,0,,0.53
T0040244,0,,0.04
T0040245,0,,0.93
T0040246,0,,0.26
T0040247,0,,0.92
T0040248,0,,0.89
T0040249,0,,0.61
T0040250,0,,0.31
T0040251,0,,0.51
T0040252,0,,0.84
T0040253,0,,0.38
T0040254,0,,0.35
T0040255,0,,0.77
T0040256,0,,0.01
T0040257,0,,0.64
T0040258,1,High risk transaction,0.86
T0040259,0,,0.2
T0040260,0,,0.17
T0040261,0,,0.01
T0040262,0,,0.25
T0040263,0,,0.97
T0040264,0,,0.91
T0040265,1,High risk transaction,0.72
T0040266,0,,0.26
T0040267,0,,0.68
T0040268,0,,0.99
T0040269,0,,0.32
T0040270,0,,0.68
T0040271,0,,0.2
T0040272,0,,0.88
T0040273,0,,0.25
T0040274,0,,0.99
T0040275,0,,0.48
T0040276,0,,0.39
T0040277,1,High risk transaction,0.75
T0040278,0,,0.56
T0040279,0,,0.15
T0040280,0,,0.14
T0040281,0,,0.72
T0040282,0,,0.95
T0040283,0,,0.52
T0040284,0,,0.55
T0040285,0,,0.36
T0040286,0,,0.32
T0040287,0,,0.03
T0040288,0,,0.97
T0040289,0,,0.24
T0040290,0,,0.22
T0040291,0,,0.5
T0040292,0,,0.03
T0040293,0,,0.63
T0040294,0,,0.17
T0040295,1,Multiple failed attempts,0.4
T0040296,0,,0.34
T0040297,0,,0.41
T0040298,0,,0.6
T0040299,0,,0.91
T0040300,0,,0.29
T0040301,0,,0.85
T0040302,0,,0.5
T0040303,0,,0.61
T0040304,0,,0.82
T0040305,0,,0.5
T0040306,0,,0.92
T0040307,0,,0.86
T0040308,0,,0.43
T0040309,0,,0.05
T0040310,0,,0.68
T0040311,0,,0.47
T0040312,0,,0.23
T0040313,0,,0.47
T0040314,1,High risk transaction,0.94
T0040315,0,,0.42
T0040316,0,,0.95
T0040317,0,,0.05
T0040318,0,,0.55
T0040319,0,,0.92
T0040320,0,,0.51
T0040321,1,Multiple failed attempts,0.66
T0040322,0,,0.02
T0040323,0,,0.49
T0040324,0,,0.91
T0040325,0,,0.26
T0040326,0,,0.3
T0040327,0,,0.78
T0040328,0,,0.84
T0040329,1,High risk transaction,0.95
T0040330,0,,0.04
T0040331,0,,0.67
T0040332,0,,0.94
T0040333,0,,0.31
T0040334,0,,0.26
T0040335,0,,0.8
T0040336,0,,0.76
T0040337,0,,0.39
T0040338,0,,0.14
T0040339,0,,0.26
T0040340,0,,0.51
T0040341,0,,0.14
T0040342,0,,0.46
T0040343,0,,0.1
T0040344,0,,0.18
T0040345,1,High risk transaction,0.78
T0040346,0,,0.47
T0040347,0,,0.44
T0040348,0,,0.05
T0040349,0,,0.82
T0040350,0,,0.5
T0040351,0,,0.49
T0040352,0,,0.09
T0040353,0,,0.28
T0040354,0,,0.69
T0040355,0,,0.99
T0040356,0,,0.02
T0040357,0,,0.29
T0040358,0,,0.25
T0040359,0,,0.73
T0040360,0,,0.29
T0040361,0,,0.93
T0040362,0,,0.6
T0040363,0,,0.79
T0040364,0,,0.56
T0040365,0,,0.83
T0040366,0,,0.84
T0040367,0,,0.98
T0040368,0,,0.52
T0040369,1,Multiple failed attempts,0.79
T0040370,0,,0.79
T0040371,0,,0.39
T0040372,0,,0.3
T0040373,0,,0.04
T0040374,0,,0.04
T0040375,0,,0.84
T0040376,0,,0.3
T0040377,0,,0.4
T0040378,0,,0.93
T0040379,0,,0.8
T0040380,0,,0.41
T0040381,0,,0.9
T0040382,0,,0.36
T0040383,0,,0.35
T0040384,0,,0.58
T0040385,0,,0.74
T0040386,0,,0.21
T0040387,0,,0.39
T0040388,0,,0.58
T0040389,0,,0.11
T0040390,0,,0.46
T0040391,1,High risk transaction,0.74
T0040392,0,,0.37
T0040393,0,,0.13
T0040394,0,,0.52
T0040395,0,,0.36
T0040396,0,,0.28
T0040397,0,,0.14
T0040398,0,,0.32
T0040399,0,,0.17
T0040400,0,,0.94
T0040401,0,,0.14
T0040402,0,,0.23
T0040403,1,High risk transaction,0.9
T0040404,0,,0.54
T0040405,0,,0.32
T0040406,0,,0.2
T0040407,0,,0.79
T0040408,0,,0.46
T0040409,0,,0.64
T0040410,0,,0.79
T0040411,0,,0.72
T0040412,0,,0.67
T0040413,0,,0.84
T0040414,0,,0.23
T0040415,0,,0.19
T0040416,0,,0.75
T0040417,0,,0.98
T0040418,0,,0.34
T0040419,0,,0.19
T0040420,1,High risk transaction,0.87
T0040421,1,High risk transaction,0.71
T0040422,0,,0.15
T0040423,0,,0.3
T0040424,0,,0.62
T0040425,0,,0.06
T0040426,0,,0.99
T0040427,0,,0.87
T0040428,1,Multiple failed attempts,0.09
T0040429,1,High risk transaction,0.72
T0040430,0,,0.04
T0040431,0,,0.33
T0040432,0,,0.06
T0040433,1,High risk transaction,0.92
T0040434,0,,0.59
T0040435,0,,0.1
T0040436,0,,0.05
T0040437,0,,0.52
T0040438,0,,0.61
T0040439,0,,0.57
T0040440,0,,0.82
T0040441,0,,0.34
T0040442,0,,0.93
T0040443,0,,0.02
T0040444,1,Multiple failed attempts,0.55
T0040445,0,,0.59
T0040446,0,,0.45
T0040447,0,,0.16
T0040448,0,,0.9
T0040449,0,,0.31
T0040450,0,,0.43
T0040451,0,,0.11
T0040452,0,,0.06
T0040453,0,,0.97
T0040454,0,,0.49
T0040455,1,High risk transaction,0.95
T0040456,0,,0.25
T0040457,1,Multiple failed attempts,0.12
T0040458,0,,0.56
T0040459,0,,0.77
T0040460,0,,0.34
T0040461,0,,0.95
T0040462,0,,0.58
T0040463,1,High risk transaction,0.86
T0040464,0,,0.92
T0040465,1,High risk transaction,0.93
T0040466,0,,0.55
T0040467,0,,0.24
T0040468,0,,0.11
T0040469,0,,0.75
T0040470,1,High risk transaction,1
T0040471,0,,0.03
T0040472,0,,0.59
T0040473,0,,0.98
T0040474,0,,0.17
T0040475,0,,0.76
T0040476,0,,0.53
T0040477,0,,0.48
T0040478,0,,0.02
T0040479,0,,0.31
T0040480,1,High risk transaction,0.88
T0040481,0,,0.53
T0040482,0,,0.96
T0040483,0,,0.44
T0040484,0,,0.8
T0040485,0,,0.14
T0040486,0,,0.1
T0040487,1,High risk transaction,0.92
T0040488,0,,0.6
T0040489,0,,0.69
T0040490,0,,0.17
T0040491,0,,0.12
T0040492,0,,0.82
T0040493,0,,0.38
T0040494,0,,0.39
T0040495,0,,0.25
T0040496,0,,0.12
T0040497,0,,0.44
T0040498,0,,0.64
T0040499,0,,0.69
T0040500,0,,0.3
T0040501,1,High risk transaction,0.87
T0040502,0,,0.86
T0040503,0,,0.75
T0040504,0,,0.77
T0040505,0,,0.78
T0040506,0,,0.35
T0040507,0,,0.23
T0040508,0,,0.9
T0040509,0,,0.38
T0040510,1,High risk transaction,1
T0040511,0,,0.61
T0040512,0,,0.09
T0040513,0,,0.91
T0040514,0,,0.84
T0040515,0,,0.1
T0040516,0,,0.2
T0040517,0,,0.18
T0040518,0,,0.52
T0040519,0,,0.07
T0040520,0,,0.72
T0040521,0,,0.71
T0040522,0,,0.57
T0040523,0,,0.33
T0040524,0,,0.99
T0040525,0,,0.86
T0040526,1,High risk transaction,0.71
T0040527,0,,0.48
T0040528,0,,0.74
T0040529,0,,0.12
T0040530,0,,0.71
T0040531,0,,0.97
T0040532,0,,0.15
T0040533,0,,0.73
T0040534,0,,0.22
T0040535,1,High risk transaction,0.74
T0040536,0,,0.66
T0040537,0,,0.76
T0040538,0,,0.28
T0040539,0,,0.83
T0040540,0,,0.12
T0040541,0,,0.66
T0040542,0,,0.32
T0040543,0,,0.97
T0040544,0,,0.14
T0040545,0,,0.85
T0040546,0,,0.54
T0040547,1,Multiple failed attempts,0.76
T0040548,0,,0.78
T0040549,0,,0.08
T0040550,1,High risk transaction,0.8
T0040551,0,,0.61
T0040552,0,,0.22
T0040553,0,,0.5
T0040554,0,,0.55
T0040555,0,,0.25
T0040556,0,,0.87
T0040557,0,,0.65
T0040558,0,,0.78
T0040559,0,,0.33
T0040560,0,,0.39
T0040561,0,,0.98
T0040562,0,,0.31
T0040563,1,High risk transaction,0.81
T0040564,0,,0.74
T0040565,0,,0.13
T0040566,0,,0.81
T0040567,0,,0.33
T0040568,0,,0.82
T0040569,0,,0.61
T0040570,0,,0.76
T0040571,0,,0.98
T0040572,0,,0.91
T0040573,0,,0.3
T0040574,0,,0.92
T0040575,0,,0.71
T0040576,0,,0.37
T0040577,0,,0.44
T0040578,0,,0.67
T0040579,0,,0.44
T0040580,0,,0.52
T0040581,1,High risk transaction,0.85
T0040582,0,,0.18
T0040583,0,,0.65
T0040584,0,,0.13
T0040585,0,,0.07
T0040586,0,,0.93
T0040587,0,,0.75
T0040588,0,,0.4
T0040589,0,,0.61
T0040590,0,,0.53
T0040591,0,,0.83
T0040592,0,,0.93
T0040593,0,,0.43
T0040594,0,,0.58
T0040595,0,,0.61
T0040596,0,,0.43
T0040597,0,,0.23
T0040598,0,,0.1
T0040599,0,,0.8
T0040600,0,,0.55
T0040601,0,,0.9
T0040602,0,,0.16
T0040603,0,,0.37
T0040604,0,,0.96
T0040605,0,,0.68
T0040606,0,,0.91
T0040607,1,High risk transaction,0.78
T0040608,0,,0.22
T0040609,0,,0.45
T0040610,0,,0.45
T0040611,0,,0.73
T0040612,0,,0.52
T0040613,0,,0.89
T0040614,1,High risk transaction,0.86
T0040615,0,,0.75
T0040616,0,,0.56
T0040617,0,,0.62
T0040618,0,,0.67
T0040619,0,,0.15
T0040620,0,,0.22
T0040621,0,,0.69
T0040622,0,,0
T0040623,0,,0.8
T0040624,0,,0.49
T0040625,0,,0.29
T0040626,0,,0.4
T0040627,0,,0.99
T0040628,0,,0.17
T0040629,0,,0.37
T0040630,0,,0.3
T0040631,0,,0.03
T0040632,0,,0.63
T0040633,0,,0.79
T0040634,1,High risk transaction,0.94
T0040635,1,High risk transaction,0.93
T0040636,0,,0.98
T0040637,0,,0.44
T0040638,0,,0.93
T0040639,0,,0.94
T0040640,0,,0.48
T0040641,0,,0.14
T0040642,0,,0.65
T0040643,0,,0.27
T0040644,0,,0.94
T0040645,0,,0.39
T0040646,0,,0.3
T0040647,0,,0.25
T0040648,0,,0.8
T0040649,0,,0.23
T0040650,0,,0.99
T0040651,0,,0.46
T0040652,1,High risk transaction,0.83
T0040653,0,,0.92
T0040654,0,,0.74
T0040655,0,,0.85
T0040656,0,,0.48
T0040657,0,,0.74
T0040658,0,,0.42
T0040659,0,,0.3
T0040660,0,,0.25
T0040661,0,,0.77
T0040662,0,,0.5
T0040663,0,,0.91
T0040664,0,,0.12
T0040665,0,,0.48
T0040666,0,,0.94
T0040667,0,,0.32
T0040668,0,,0.78
T0040669,0,,0.48
T0040670,0,,0.95
T0040671,0,,0.66
T0040672,0,,0.12
T0040673,0,,0.61
T0040674,0,,0.95
T0040675,0,,0.91
T0040676,0,,0.39
T0040677,0,,0.2
T0040678,0,,0.92
T0040679,0,,0.33
T0040680,0,,0.6
T0040681,0,,0.99
T0040682,0,,0.36
T0040683,0,,0.06
T0040684,0,,0.41
T0040685,0,,0.38
T0040686,0,,0.14
T0040687,0,,0.92
T0040688,0,,0.98
T0040689,0,,0.49
T0040690,0,,0.06
T0040691,0,,0.11
T0040692,0,,0.08
T0040693,0,,0.55
T0040694,1,Multiple failed attempts,0.14
T0040695,0,,0.51
T0040696,0,,0.03
T0040697,0,,0
T0040698,0,,0.8
T0040699,0,,0.49
T0040700,0,,0.22
T0040701,0,,0.88
T0040702,0,,0.15
T0040703,0,,0.48
T0040704,0,,0.82
T0040705,0,,0.85
T0040706,0,,0.18
T0040707,0,,0.88
T0040708,0,,0.88
T0040709,0,,0.92
T0040710,0,,0.94
T0040711,0,,0.96
T0040712,0,,0.3
T0040713,1,High risk transaction,0.94
T0040714,0,,0.49
T0040715,1,High risk transaction,0.96
T0040716,0,,0.61
T0040717,1,High risk transaction,0.93
T0040718,0,,0.08
T0040719,0,,0.56
T0040720,0,,0.96
T0040721,0,,0.83
T0040722,0,,0.03
T0040723,0,,0.54
T0040724,0,,0.32
T0040725,0,,0.93
T0040726,0,,0.97
T0040727,0,,0.36
T0040728,0,,0.56
T0040729,0,,0.53
T0040730,0,,0.86
T0040731,0,,0.99
T0040732,0,,0.8
T0040733,0,,0.98
T0040734,0,,0.04
T0040735,0,,0.44
T0040736,0,,0.4
T0040737,0,,0.1
T0040738,0,,0.22
T0040739,0,,0.97
T0040740,0,,0.11
T0040741,0,,0.7
T0040742,0,,0.96
T0040743,1,High risk transaction,0.79
T0040744,0,,0.9
T0040745,0,,0.93
T0040746,0,,0.17
T0040747,0,,0.76
T0040748,0,,0.14
T0040749,0,,0.72
T0040750,0,,0.1
T0040751,0,,0.65
T0040752,0,,0.09
T0040753,0,,0.02
T0040754,0,,0.77
T0040755,0,,0.75
T0040756,0,,0.37
T0040757,0,,0.44
T0040758,0,,0.68
T0040759,0,,0.17
T0040760,0,,0.97
T0040761,0,,0.45
T0040762,0,,0.66
T0040763,0,,0.79
T0040764,0,,0.78
T0040765,0,,0.52
T0040766,0,,0.45
T0040767,1,High risk transaction,0.83
T0040768,0,,0.08
T0040769,0,,0.87
T0040770,1,High risk transaction,0.92
T0040771,0,,0.23
T0040772,0,,0.14
T0040773,0,,0.2
T0040774,0,,0.81
T0040775,0,,0.63
T0040776,0,,0.18
T0040777,0,,0.98
T0040778,0,,0.24
T0040779,0,,0.23
T0040780,0,,0.32
T0040781,0,,0.96
T0040782,0,,0.68
T0040783,0,,0.2
T0040784,0,,0.52
T0040785,0,,0.81
T0040786,0,,0.1
T0040787,0,,0.7
T0040788,0,,0.89
T0040789,0,,0.6
T0040790,0,,0.74
T0040791,0,,0.84
T0040792,0,,0.85
T0040793,0,,0.68
T0040794,0,,0.55
T0040795,0,,0.61
T0040796,0,,0.48
T0040797,0,,0.37
T0040798,0,,0.05
T0040799,0,,0.01
T0040800,0,,0.03
T0040801,0,,0.13
T0040802,0,,0.29
T0040803,0,,0.11
T0040804,0,,0.57
T0040805,0,,0.97
T0040806,0,,0.63
T0040807,0,,0.3
T0040808,1,High risk transaction,1
T0040809,0,,0.55
T0040810,0,,0.3
T0040811,0,,0.78
T0040812,0,,0.99
T0040813,0,,0.22
T0040814,0,,0.07
T0040815,0,,0.3
T0040816,0,,0.72
T0040817,0,,0.28
T0040818,0,,0.21
T0040819,1,High risk transaction,0.93
T0040820,0,,0.54
T0040821,0,,0.94
T0040822,0,,0.07
T0040823,0,,0.08
T0040824,0,,0.73
T0040825,0,,0.57
T0040826,0,,0.27
T0040827,0,,0.45
T0040828,0,,0.14
T0040829,0,,0.71
T0040830,0,,0.62
T0040831,0,,0.82
T0040832,0,,0.91
T0040833,0,,0.14
T0040834,0,,0.35
T0040835,0,,0.22
T0040836,0,,0.96
T0040837,0,,0.38
T0040838,0,,0.87
T0040839,0,,0.51
T0040840,0,,0.04
T0040841,0,,0.17
T0040842,0,,0.04
T0040843,0,,0.11
T0040844,0,,0.99
T0040845,0,,0.91
T0040846,0,,0.28
T0040847,0,,0.28
T0040848,0,,0.34
T0040849,0,,0.85
T0040850,0,,0.66
T0040851,0,,0.19
T0040852,0,,0.35
T0040853,0,,0.13
T0040854,0,,0.17
T0040855,0,,0.83
T0040856,0,,0.64
T0040857,0,,0.5
T0040858,0,,0.96
T0040859,0,,0.89
T0040860,0,,0.97
T0040861,0,,0.38
T0040862,0,,0.11
T0040863,0,,0.17
T0040864,0,,0.64
T0040865,0,,0.3
T0040866,0,,0.7
T0040867,0,,0.36
T0040868,0,,0.37
T0040869,0,,0.01
T0040870,0,,0.22
T0040871,0,,0.06
T0040872,0,,0.54
T0040873,0,,0.94
T0040874,0,,0.42
T0040875,0,,0.75
T0040876,0,,0.46
T0040877,0,,0.28
T0040878,0,,0.37
T0040879,0,,0.64
T0040880,0,,0.09
T0040881,0,,0.55
T0040882,0,,0.19
T0040883,0,,0.92
T0040884,0,,0.37
T0040885,0,,0.25
T0040886,0,,0.43
T0040887,0,,0.26
T0040888,0,,0.8
T0040889,0,,0.87
T0040890,0,,1
T0040891,0,,0.25
T0040892,0,,0.81
T0040893,0,,0.54
T0040894,0,,0.44
T0040895,0,,0.29
T0040896,0,,0.28
T0040897,0,,0.42
T0040898,0,,0.85
T0040899,0,,0.44
T0040900,0,,0.36
T0040901,0,,0.86
T0040902,0,,0.88
T0040903,0,,0.91
T0040904,0,,0.69
T0040905,0,,1
T0040906,0,,0.08
T0040907,0,,0.39
T0040908,0,,0.16
T0040909,0,,0.01
T0040910,0,,0.75
T0040911,0,,0.81
T0040912,0,,0.28
T0040913,0,,0.84
T0040914,0,,0.8
T0040915,0,,0.29
T0040916,0,,0.27
T0040917,0,,0.87
T0040918,0,,0.13
T0040919,0,,0.23
T0040920,0,,0.76
T0040921,0,,0.16
T0040922,0,,0.85
T0040923,0,,0.19
T0040924,0,,0.35
T0040925,0,,0.62
T0040926,1,High risk transaction,0.82
T0040927,0,,0.69
T0040928,0,,0.31
T0040929,0,,0.21
T0040930,0,,0.35
T0040931,0,,0.37
T0040932,0,,0.05
T0040933,0,,0.09
T0040934,0,,0.02
T0040935,0,,0.51
T0040936,0,,0.81
T0040937,0,,0.17
T0040938,0,,0.77
T0040939,0,,0.58
T0040940,0,,0.31
T0040941,0,,0.58
T0040942,0,,0.99
T0040943,0,,0.82
T0040944,0,,0.54
T0040945,0,,0.16
T0040946,0,,0.26
T0040947,0,,0.92
T0040948,0,,0.18
T0040949,0,,0.37
T0040950,0,,0.87
T0040951,0,,0.93
T0040952,0,,0.6
T0040953,0,,0.8
T0040954,0,,0.34
T0040955,0,,0.08
T0040956,0,,1
T0040957,0,,0.56
T0040958,0,,0.38
T0040959,0,,0.09
T0040960,0,,0.82
T0040961,0,,0.84
T0040962,0,,0.82
T0040963,0,,0.59
T0040964,0,,0.1
T0040965,0,,0.03
T0040966,0,,0.61
T0040967,0,,0.77
T0040968,0,,0.42
T0040969,0,,0.5
T0040970,0,,0.99
T0040971,0,,0.22
T0040972,0,,0.07
T0040973,0,,0.74
T0040974,0,,0.19
T0040975,0,,0.01
T0040976,0,,0.16
T0040977,0,,0.5
T0040978,0,,0.55
T0040979,1,High risk transaction,0.99
T0040980,0,,1
T0040981,0,,0.67
T0040982,0,,0.46
T0040983,0,,0.91
T0040984,0,,0.94
T0040985,0,,0.8
T0040986,0,,0.99
T0040987,0,,0.48
T0040988,0,,0.13
T0040989,0,,0.26
T0040990,0,,0.16
T0040991,0,,0.18
T0040992,0,,0.45
T0040993,0,,0.72
T0040994,0,,0.6
T0040995,1,Multiple failed attempts,0.63
T0040996,0,,0.97
T0040997,0,,0.89
T0040998,0,,0.62
T0040999,0,,0.4
T0041000,0,,0.14
T0041001,0,,0.09
T0041002,0,,0.63
T0041003,0,,0.78
T0041004,0,,0.92
T0041005,1,High risk transaction,0.96
T0041006,0,,0.41
T0041007,0,,0.06
T0041008,0,,0.3
T0041009,0,,0.46
T0041010,0,,0.25
T0041011,0,,0.93
T0041012,0,,0.05
T0041013,0,,0.5
